q_id,q_group_id,pergunta_orig,query_enviada,tipo_anafora,modo,n_retornados,total_hits_est,tempo_ms,doc_1_id,doc_1_fonte,doc_1_data,doc_2_id,doc_3_id,doc_4_id,doc_5_id,doc_6_id,doc_7_id,doc_8_id,doc_9_id,doc_10_id,todos_doc_ids,erro
0185,2736,O que é o Gil Vicente FC?,O que é o Gil Vicente FC?,N/A,resolvida_sw,10,1000,30.4,PUBLICO-19950320-023,Publico,1995-03-20,PUBLICO-19950826-009,PUBLICO-19950822-013,PUBLICO-19950318-122,PUBLICO-19950722-197,PUBLICO-19950830-088,PUBLICO-19941020-025,PUBLICO-19950615-020,PUBLICO-19940201-012,PUBLICO-19950319-097,PUBLICO-19950320-023|PUBLICO-19950826-009|PUBLICO-19950822-013|PUBLICO-19950318-122|PUBLICO-19950722-197|PUBLICO-19950830-088|PUBLICO-19941020-025|PUBLICO-19950615-020|PUBLICO-19940201-012|PUBLICO-19950319-097,
0186,2737,Quem foi Gil Vicente?,Quem foi Gil Vicente?,N/A,resolvida_sw,10,1000,7.8,PUBLICO-19940304-010,Publico,1994-03-04,PUBLICO-19940207-019,PUBLICO-19940220-015,PUBLICO-19950925-079,PUBLICO-19940309-105,PUBLICO-19940110-017,PUBLICO-19940125-103,PUBLICO-19940204-011,PUBLICO-19941207-013,PUBLICO-19950104-091,PUBLICO-19940304-010|PUBLICO-19940207-019|PUBLICO-19940220-015|PUBLICO-19950925-079|PUBLICO-19940309-105|PUBLICO-19940110-017|PUBLICO-19940125-103|PUBLICO-19940204-011|PUBLICO-19941207-013|PUBLICO-19950104-091,
0187,2738,"Quem foi o ""pai do teatro português""?","Quem foi o ""pai do teatro português""?",N/A,resolvida_sw,0,0,4.8,,,,,,,,,,,,,,
0188,2739,Qual a área do Parque Estadual Guariba?,Qual a área do Parque Estadual Guariba?,N/A,resolvida_sw,10,1000,16.5,FSP950211-025,Folha,950211,FSP951112-074,PUBLICO-19950909-075,FSP940808-065,FSP950910-155,PUBLICO-19940324-089,PUBLICO-19950306-060,FSP940914-067,PUBLICO-19950301-044,PUBLICO-19951119-095,FSP950211-025|FSP951112-074|PUBLICO-19950909-075|FSP940808-065|FSP950910-155|PUBLICO-19940324-089|PUBLICO-19950306-060|FSP940914-067|PUBLICO-19950301-044|PUBLICO-19951119-095,
0189,2739,Quando foi criado o parque?,Quando foi criado o parque?,N/A,resolvida_sw,10,1000,8.4,FSP940407-129,Folha,940407,PUBLICO-19950527-063,PUBLICO-19950324-151,PUBLICO-19951226-024,PUBLICO-19950311-175,PUBLICO-19950405-067,FSP940311-189,FSP950807-031,PUBLICO-19950131-069,PUBLICO-19950206-118,FSP940407-129|PUBLICO-19950527-063|PUBLICO-19950324-151|PUBLICO-19951226-024|PUBLICO-19950311-175|PUBLICO-19950405-067|FSP940311-189|FSP950807-031|PUBLICO-19950131-069|PUBLICO-19950206-118,
0190,2740,O que é a Torre do Tombo?,O que é a Torre do Tombo?,N/A,resolvida_sw,10,1000,10.9,PUBLICO-19940423-196,Publico,1994-04-23,PUBLICO-19940701-014,PUBLICO-19950306-063,PUBLICO-19951126-131,PUBLICO-19940303-010,PUBLICO-19940303-013,PUBLICO-19940422-222,PUBLICO-19940423-005,PUBLICO-19940112-088,PUBLICO-19940125-137,PUBLICO-19940423-196|PUBLICO-19940701-014|PUBLICO-19950306-063|PUBLICO-19951126-131|PUBLICO-19940303-010|PUBLICO-19940303-013|PUBLICO-19940422-222|PUBLICO-19940423-005|PUBLICO-19940112-088|PUBLICO-19940125-137,
0191,2740,Onde fica?,Onde fica?,N/A,resolvida_sw,10,1000,6.9,FSP940830-097,Folha,940830,PUBLICO-19940809-109,PUBLICO-19940810-089,PUBLICO-19950521-007,FSP940704-112,FSP941102-090,PUBLICO-19941117-081,PUBLICO-19940811-009,FSP941102-091,FSP951106-122,FSP940830-097|PUBLICO-19940809-109|PUBLICO-19940810-089|PUBLICO-19950521-007|FSP940704-112|FSP941102-090|PUBLICO-19941117-081|PUBLICO-19940811-009|FSP941102-091|FSP951106-122,
0192,2741,Que país faz fronteira com Cuba?,Que país faz fronteira com Cuba?,N/A,resolvida_sw,10,1000,17.5,FSP940911-023,Folha,940911,PUBLICO-19951213-109,PUBLICO-19940124-083,PUBLICO-19950412-131,FSP950430-046,FSP940226-186,PUBLICO-19940704-089,PUBLICO-19940327-048,PUBLICO-19941112-099,FSP940103-024,FSP940911-023|PUBLICO-19951213-109|PUBLICO-19940124-083|PUBLICO-19950412-131|FSP950430-046|FSP940226-186|PUBLICO-19940704-089|PUBLICO-19940327-048|PUBLICO-19941112-099|FSP940103-024,
0193,2742,Qual é o comprimento do metro de Coimbra?,Qual é o comprimento do metro de Coimbra?,N/A,resolvida_sw,10,1000,20.9,PUBLICO-19951229-042,Publico,1995-12-29,PUBLICO-19950407-057,PUBLICO-19940422-086,PUBLICO-19950603-196,PUBLICO-19951122-135,PUBLICO-19940709-175,PUBLICO-19951017-115,PUBLICO-19951019-146,PUBLICO-19940414-118,PUBLICO-19950713-147,PUBLICO-19951229-042|PUBLICO-19950407-057|PUBLICO-19940422-086|PUBLICO-19950603-196|PUBLICO-19951122-135|PUBLICO-19940709-175|PUBLICO-19951017-115|PUBLICO-19951019-146|PUBLICO-19940414-118|PUBLICO-19950713-147,
0194,2743,Quantas esposas tinha Ngungunhane?,Quantas esposas tinha Ngungunhane?,N/A,resolvida_sw,10,1000,25.0,PUBLICO-19950211-089,Publico,1995-02-11,PUBLICO-19950407-126,PUBLICO-19950512-114,PUBLICO-19950619-123,PUBLICO-19941216-069,PUBLICO-19950414-137,PUBLICO-19950403-109,PUBLICO-19941127-094,PUBLICO-19950918-105,PUBLICO-19940412-009,PUBLICO-19950211-089|PUBLICO-19950407-126|PUBLICO-19950512-114|PUBLICO-19950619-123|PUBLICO-19941216-069|PUBLICO-19950414-137|PUBLICO-19950403-109|PUBLICO-19941127-094|PUBLICO-19950918-105|PUBLICO-19940412-009,
0195,2743,Como é que se chamava o filho dele?,Como é que se chamava o filho dele?,N/A,resolvida_sw,10,1000,9.9,FSP940819-002,Folha,940819,FSP940508-152,PUBLICO-19940326-183,PUBLICO-19951231-063,FSP950719-107,PUBLICO-19940203-123,PUBLICO-19941021-008,PUBLICO-19950824-048,FSP950517-093,FSP940612-117,FSP940819-002|FSP940508-152|PUBLICO-19940326-183|PUBLICO-19951231-063|FSP950719-107|PUBLICO-19940203-123|PUBLICO-19941021-008|PUBLICO-19950824-048|FSP950517-093|FSP940612-117,
0196,2744,Qual é a capital de Cuba?,Qual é a capital de Cuba?,N/A,resolvida_sw,10,1000,4.3,PUBLICO-19950821-024,Publico,1995-08-21,FSP940815-070,PUBLICO-19950406-120,FSP940911-232,FSP950924-126,PUBLICO-19940416-065,PUBLICO-19950129-051,FSP940130-250,FSP950513-009,FSP940502-034,PUBLICO-19950821-024|FSP940815-070|PUBLICO-19950406-120|FSP940911-232|FSP950924-126|PUBLICO-19940416-065|PUBLICO-19950129-051|FSP940130-250|FSP950513-009|FSP940502-034,
0197,2745,Quem criou o primeiro alfabeto?,Quem criou o primeiro alfabeto?,N/A,resolvida_sw,10,1000,45.3,PUBLICO-19941016-134,Publico,1994-10-16,FSP951110-135,FSP941013-010,PUBLICO-19940221-031,PUBLICO-19950504-181,PUBLICO-19940329-113,PUBLICO-19950307-137,PUBLICO-19950310-149,PUBLICO-19950708-196,PUBLICO-19940224-149,PUBLICO-19941016-134|FSP951110-135|FSP941013-010|PUBLICO-19940221-031|PUBLICO-19950504-181|PUBLICO-19940329-113|PUBLICO-19950307-137|PUBLICO-19950310-149|PUBLICO-19950708-196|PUBLICO-19940224-149,
0198,2746,Quando é que Porto Rico se tornou um estados dos EUA?,Quando é que Porto Rico se tornou um estados dos EUA?,N/A,resolvida_sw,10,1000,74.1,PUBLICO-19940219-190,Publico,1994-02-19,PUBLICO-19940225-153,PUBLICO-19950304-198,PUBLICO-19941219-025,PUBLICO-19951017-115,PUBLICO-19951019-146,FSP951126-095,PUBLICO-19941007-119,PUBLICO-19941021-069,FSP940213-137,PUBLICO-19940219-190|PUBLICO-19940225-153|PUBLICO-19950304-198|PUBLICO-19941219-025|PUBLICO-19951017-115|PUBLICO-19951019-146|FSP951126-095|PUBLICO-19941007-119|PUBLICO-19941021-069|FSP940213-137,
0199,2747,Onde fica Livorno?,Onde fica Livorno?,N/A,resolvida_sw,10,1000,5.8,FSP940830-097,Folha,940830,PUBLICO-19940809-109,PUBLICO-19940810-089,PUBLICO-19950521-007,FSP940704-112,FSP941102-090,PUBLICO-19941117-081,PUBLICO-19940811-009,FSP941102-091,FSP951106-122,FSP940830-097|PUBLICO-19940809-109|PUBLICO-19940810-089|PUBLICO-19950521-007|FSP940704-112|FSP941102-090|PUBLICO-19941117-081|PUBLICO-19940811-009|FSP941102-091|FSP951106-122,
0200,2748,O que são os iaques?,O que são os iaques?,N/A,resolvida_sw,10,1000,14.3,PUBLICO-19950613-109,Publico,1995-06-13,FSP951214-154,FSP940602-084,FSP951214-145,PUBLICO-19941227-056,FSP951214-157,PUBLICO-19940729-133,FSP950808-114,PUBLICO-19940604-060,PUBLICO-19940720-016,PUBLICO-19950613-109|FSP951214-154|FSP940602-084|FSP951214-145|PUBLICO-19941227-056|FSP951214-157|PUBLICO-19940729-133|FSP950808-114|PUBLICO-19940604-060|PUBLICO-19940720-016,
